name,online_order,book_table,votes,location,rest_type,cuisines,listed_in(type),listed_in(city),rating,cost_for_two
Eden Park,Yes,Yes,612,Cunningham Road,Casual Dining,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",Delivery,Brigade Road,4.1,1100.0
YumYumDilli,Yes,No,51,Indiranagar,Delivery,North Indian,Delivery,Brigade Road,3.6,500.0
Kanti Sweets,Yes,No,100,Brigade Road,"Sweet Shop, Quick Bites","Mithai, Street Food",Delivery,Brigade Road,3.9,400.0
Rahhams,Yes,No,847,Frazer Town,Casual Dining,"Mughlai, North Indian, Chinese",Delivery,Brigade Road,3.9,700.0
Marzipan Cafe & Bakery,Yes,No,432,Ulsoor,"Cafe, Bakery","Cafe, Mediterranean, Bakery, Greek, Beverages",Delivery,Brigade Road,4.2,700.0
Bozo's Yum Yums,Yes,No,90,Frazer Town,"Takeaway, Delivery","Fast Food, Burger, American",Delivery,Brigade Road,4.0,650.0
Skoolroom,Yes,No,570,Ulsoor,Cafe,"Cafe, Continental, Italian, Burger, Beverages",Delivery,Brigade Road,4.3,700.0
Pind Balluchi,Yes,Yes,1021,Brigade Road,Casual Dining,"North Indian, Mughlai",Delivery,Brigade Road,4.0,700.0
Cream Chemistry,Yes,No,148,Frazer Town,Dessert Parlor,"Ice Cream, Desserts",Delivery,Brigade Road,3.9,500.0
The Brekkie Shop,Yes,No,64,MG Road,Takeaway,"Healthy Food, Sandwich",Delivery,Brigade Road,3.5,300.0
Maravanthe,Yes,No,12,Brigade Road,Casual Dining,"Mangalorean, Seafood",Delivery,Brigade Road,3.5,650.0
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,85,Residency Road,"Dessert Parlor, Quick Bites","Cafe, Fast Food, Desserts, Beverages",Delivery,Brigade Road,4.0,400.0
Haldiram's Express,Yes,No,44,Brigade Road,Kiosk,North Indian,Delivery,Brigade Road,3.6,300.0
Hotel Ramprasad,Yes,No,93,Brigade Road,Quick Bites,"South Indian, Chinese",Delivery,Brigade Road,4.2,300.0
Anna Kuteera,Yes,No,62,St. Marks Road,Casual Dining,"South Indian, North Indian, Chinese",Delivery,Brigade Road,3.8,400.0
Indian Spice Food,Yes,No,15,Ulsoor,Quick Bites,"North Indian, Chinese",Delivery,Brigade Road,3.6,300.0
Wangs Kitchen,Yes,No,22,Ulsoor,Casual Dining,Chinese,Delivery,Brigade Road,2.5,1000.0
Lassi Shop,Yes,No,83,Indiranagar,"Dessert Parlor, Beverage Shop","Beverages, Juices, Ice Cream",Delivery,Brigade Road,3.8,100.0
Kitchen of Joy,Yes,No,569,Indiranagar,Quick Bites,"Fast Food, Bengali, Rolls",Delivery,Brigade Road,4.1,400.0
Desi Vdesi,Yes,No,113,Shanti Nagar,Quick Bites,"Fast Food, North Indian, Rolls",Delivery,Brigade Road,3.9,250.0
Haji Ali Juice Centre,Yes,No,78,Commercial Street,"Quick Bites, Beverage Shop","Fast Food, Pizza, Rolls, Beverages, Juices",Delivery,Brigade Road,4.0,350.0
Domino's Pizza,Yes,No,117,MG Road,Quick Bites,"Pizza, Fast Food",Delivery,Brigade Road,3.9,800.0
Mama Mia!,Yes,No,422,Indiranagar,"Dessert Parlor, Cafe","Desserts, Cafe",Delivery,Brigade Road,4.3,400.0
Shaadi Ki Biryani,Yes,No,296,Commercial Street,Casual Dining,Biryani,Delivery,Brigade Road,2.8,600.0
Taste of Nepal,Yes,No,22,Koramangala 8th Block,Quick Bites,"Nepalese, Momos, Chinese",Delivery,Brigade Road,3.5,350.0
Shiro,Yes,Yes,2229,Lavelle Road,"Fine Dining, Lounge","Japanese, Asian",Delivery,Brigade Road,4.4,3000.0
Five Star Chicken,Yes,No,11,Wilson Garden,Quick Bites,"Fast Food, Burger",Delivery,Brigade Road,3.5,200.0
Thai House,Yes,No,127,Brigade Road,Casual Dining,Thai,Delivery,Brigade Road,4.2,700.0
InnerChef,Yes,No,270,Indiranagar,Delivery,"North Indian, Continental",Delivery,Brigade Road,3.7,500.0
Karavali Kolimane,Yes,No,28,Wilson Garden,Quick Bites,"Mangalorean, Chinese, North Indian",Delivery,Brigade Road,3.7,350.0
Roll Er Dokaan,Yes,No,18,Brigade Road,Quick Bites,"Street Food, Rolls",Delivery,Brigade Road,3.3,300.0
Durga Sagar,Yes,No,8,Shanti Nagar,Quick Bites,South Indian,Delivery,Brigade Road,3.3,150.0
Steaming Mugs,Yes,No,241,Basavanagudi,Cafe,Cafe,Delivery,Brigade Road,3.9,700.0
NH7 Refuel,Yes,No,17,Ulsoor,Quick Bites,"North Indian, Chinese, Biryani",Delivery,Brigade Road,3.5,400.0
Church Street Social,Yes,No,7544,Church Street,Lounge,"American, North Indian, Chinese, Finger Food, Momos",Delivery,Brigade Road,4.3,1500.0
Mad Over Donuts,Yes,No,148,Brigade Road,Food Court,"Bakery, Desserts, Beverages",Delivery,Brigade Road,3.9,450.0
Sheesh Kebab,Yes,No,68,Frazer Town,Casual Dining,North Indian,Delivery,Brigade Road,4.1,700.0
Just Shawarma,Yes,No,110,Ulsoor,Quick Bites,Arabian,Delivery,Brigade Road,3.8,300.0
Bangaliana,Yes,No,11,Indiranagar,Quick Bites,Bengali,Delivery,Brigade Road,3.7,500.0
The Belgian Waffle Co.,Yes,No,71,Indiranagar,Dessert Parlor,Desserts,Delivery,Brigade Road,4.0,400.0
Taco Bell,Yes,No,30,Brigade Road,Quick Bites,"Mexican, American, Fast Food",Delivery,Brigade Road,3.8,600.0
Bangalore Masala House,Yes,No,255,Vasanth Nagar,Cafe,"Cafe, Continental, Fast Food",Delivery,Brigade Road,4.2,500.0
Classic Lassi Shop,Yes,No,43,Ulsoor,Beverage Shop,"Beverages, Ice Cream",Delivery,Brigade Road,3.5,150.0
Fruit Face,Yes,No,21,Indiranagar,"Quick Bites, Beverage Shop","Fast Food, Street Food, Beverages",Delivery,Brigade Road,3.6,300.0
Sweet Truth,Yes,No,50,Koramangala 8th Block,Delivery,"Bakery, Desserts",Delivery,Brigade Road,4.2,500.0
Green Theory,Yes,Yes,2840,Residency Road,"Casual Dining, Cafe","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",Delivery,Brigade Road,4.2,800.0
Srinidhi Sagar Food Line,Yes,No,129,Indiranagar,Quick Bites,"South Indian, North Indian, Chinese",Delivery,Brigade Road,3.7,40.0
Jars,Yes,No,28,Vasanth Nagar,Delivery,"Healthy Food, Beverages",Delivery,Brigade Road,3.8,650.0
Pabrai's Fresh & Naturelle Icecreams,Yes,No,131,Brigade Road,Dessert Parlor,"Ice Cream, Desserts",Delivery,Brigade Road,4.2,180.0
Ibaco,Yes,No,289,Indiranagar,Dessert Parlor,Desserts,Delivery,Brigade Road,4.0,300.0
Sreeraj Lassi Bar,Yes,No,61,Shanti Nagar,Beverage Shop,"Beverages, Desserts",Delivery,Brigade Road,3.9,150.0
Hungerbreak 24x7,Yes,No,7,Koramangala 8th Block,Delivery,"North Indian, South Indian, Maharashtrian",Delivery,Brigade Road,3.1,500.0
The Egg Factory,Yes,No,1764,St. Marks Road,Casual Dining,"Continental, American",Delivery,Brigade Road,4.2,750.0
Firewood Biryani,Yes,No,454,Residency Road,Quick Bites,"Biryani, Kebab, Rolls",Delivery,Brigade Road,3.9,400.0
Sweet Chariot,Yes,No,111,Cunningham Road,Dessert Parlor,"Bakery, Fast Food",Delivery,Brigade Road,3.8,500.0
Venus Biryani,Yes,No,144,Domlur,Quick Bites,"Biryani, Chinese",Delivery,Brigade Road,3.0,200.0
Dolci Desserts,Yes,No,652,Cunningham Road,"Cafe, Dessert Parlor","Cafe, Desserts",Delivery,Brigade Road,4.3,750.0
Sangam Sweets,Yes,No,26,Seshadripuram,Sweet Shop,"Mithai, Street Food",Delivery,Brigade Road,3.1,200.0
Kartik's Mithai Shoppe,Yes,No,110,Indiranagar,"Quick Bites, Sweet Shop","Mithai, Street Food",Delivery,Brigade Road,4.1,150.0
Desi Deck,Yes,Yes,96,Brigade Road,"Casual Dining, Bar","Mughlai, North Indian, Desserts",Delivery,Brigade Road,3.9,1300.0
UBCR,Yes,No,5,Indiranagar,"Cafe, Quick Bites","Italian, American, Chinese, Arabian, North Indian, Cafe",Delivery,Brigade Road,3.3,350.0
Hoppipola,Yes,No,1703,Church Street,Lounge,"Continental, Mediterranean, European",Delivery,Brigade Road,4.3,1300.0
Hushy's Kitchen,Yes,No,58,Shanti Nagar,Quick Bites,Fast Food,Delivery,Brigade Road,3.5,300.0
The Cake City,Yes,No,4,Shanti Nagar,"Quick Bites, Bakery","Chinese, Continental, Desserts, Bakery",Delivery,Brigade Road,3.2,300.0
Hatti Kaapi,Yes,No,30,Ulsoor,Quick Bites,"South Indian, Beverages",Delivery,Brigade Road,3.8,200.0
Mount View Fast Food,Yes,No,4,Vasanth Nagar,Takeaway,"Fast Food, Street Food",Delivery,Brigade Road,3.3,100.0
Chichaba's Taj,Yes,No,442,Frazer Town,Casual Dining,"Biryani, North Indian, Mughlai",Delivery,Brigade Road,3.9,600.0
99 Pancakes,Yes,No,41,Church Street,Dessert Parlor,"Desserts, Ice Cream",Delivery,Brigade Road,4.1,150.0
Beijing Bites,Yes,No,262,Richmond Road,Casual Dining,"Chinese, Thai",Delivery,Brigade Road,3.8,850.0
Kabab Korner,Yes,No,205,St. Marks Road,Casual Dining,"North Indian, Chinese, Fast Food",Delivery,Brigade Road,3.9,500.0
Oh My Chaat,Yes,No,18,Frazer Town,Quick Bites,Street Food,Delivery,Brigade Road,3.1,300.0
YumYumSouth,Yes,No,38,Indiranagar,Delivery,South Indian,Delivery,Brigade Road,3.5,600.0
Foodhall,Yes,No,113,MG Road,Casual Dining,"Italian, Bakery, Fast Food",Delivery,Brigade Road,4.0,1000.0
Hotel Empark,Yes,No,16,Wilson Garden,Casual Dining,"Chinese, North Indian, Arabian",Delivery,Brigade Road,3.4,800.0
Wolf'ish,Yes,No,459,Church Street,Cafe,"Cafe, American, Italian, Pizza, Burger",Delivery,Brigade Road,4.1,700.0
Alibaba Cafe and Restaurant,Yes,No,450,Frazer Town,Casual Dining,"Arabian, Middle Eastern",Delivery,Brigade Road,3.9,700.0
Infinitea Tea Room & Tea Store,Yes,Yes,858,Cunningham Road,"Casual Dining, Cafe","Continental, Cafe, Desserts, Salad, Momos",Delivery,Brigade Road,4.3,1000.0
Goli Vada Pav No. 1,Yes,No,33,Ulsoor,Quick Bites,Street Food,Delivery,Brigade Road,3.5,200.0
Ooty Chocolates,Yes,No,55,Indiranagar,Dessert Parlor,Desserts,Delivery,Brigade Road,3.8,300.0
Arya Bhavan Sweets,Yes,No,9,Vasanth Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian",Delivery,Brigade Road,3.2,300.0
Amande Patisserie,Yes,No,231,Lavelle Road,"Bakery, Dessert Parlor","Bakery, French, Desserts",Delivery,Brigade Road,4.2,300.0
Qissa Khawani,Yes,No,319,Church Street,Casual Dining,"North Indian, Mughlai",Delivery,Brigade Road,4.4,800.0
Ayda Persian Kitchen,Yes,No,224,Church Street,Casual Dining,"North Indian, Iranian",Delivery,Brigade Road,3.9,950.0
Sri Krishna Sweets,Yes,No,32,Indiranagar,Sweet Shop,Mithai,Delivery,Brigade Road,3.7,250.0
Tewari Bros Mithai Shoppie,Yes,No,59,Commercial Street,Sweet Shop,"Fast Food, Mithai",Delivery,Brigade Road,3.8,300.0
Kolkatta Famous Chat,Yes,No,23,Indiranagar,Quick Bites,"Street Food, North Indian",Delivery,Brigade Road,3.7,100.0
Cookie Man,Yes,No,36,Brigade Road,Dessert Parlor,Bakery,Delivery,Brigade Road,3.4,150.0
Cafe Coffee Day,Yes,No,65,Brigade Road,Cafe,"Cafe, Fast Food",Delivery,Brigade Road,3.3,900.0
Vinny's,Yes,No,206,Brigade Road,Casual Dining,"Pizza, Italian, Continental, Desserts",Delivery,Brigade Road,3.9,800.0
Sagar Delicacy,Yes,No,87,Ulsoor,Casual Dining,"North Indian, Chinese, Fast Food, Street Food",Delivery,Brigade Road,3.9,500.0
Platter,Yes,No,26,Residency Road,Quick Bites,"Street Food, Juices",Delivery,Brigade Road,2.9,300.0
The Adukkala Restaurant,Yes,No,40,Brigade Road,Casual Dining,Kerala,Delivery,Brigade Road,3.6,500.0
Carnival de Goa,Yes,Yes,980,Ulsoor,"Casual Dining, Bar","Goan, Mangalorean, Pizza",Delivery,Brigade Road,4.2,1000.0
McDonald's,Yes,No,184,Brigade Road,Quick Bites,"Burger, Fast Food",Delivery,Brigade Road,3.7,500.0
Northern Route,Yes,No,159,St. Marks Road,Quick Bites,"North Indian, Street Food",Delivery,Brigade Road,4.1,300.0
Quench & Crunch,Yes,No,21,Shanti Nagar,Beverage Shop,"Beverages, Fast Food",Delivery,Brigade Road,3.6,150.0
INDULGE by InnerChef,Yes,No,27,Indiranagar,Bakery,"Desserts, Bakery",Delivery,Brigade Road,3.5,400.0
The Open Box,Yes,Yes,2270,St. Marks Road,"Casual Dining, Bar","European, North Indian, Mediterranean, Asian, Salad",Delivery,Brigade Road,4.2,1400.0
Chickpet Donne Biryani House,Yes,No,44,Commercial Street,Quick Bites,Biryani,Delivery,Brigade Road,3.7,250.0
Toscano,Yes,Yes,1840,Lavelle Road,Casual Dining,"Italian, Salad",Delivery,Brigade Road,4.4,1500.0
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,54,Indiranagar,Delivery,Continental,Delivery,Brigade Road,3.1,500.0
Dakshin Biryani & Tiffin,Yes,No,334,Indiranagar,Casual Dining,"Andhra, South Indian, North Indian",Delivery,Brigade Road,3.4,550.0
Pizza Stop,Yes,No,73,Lavelle Road,Kiosk,"Pizza, Italian",Delivery,Brigade Road,3.5,600.0
Mudpipe Cafe,Yes,No,739,Cunningham Road,Cafe,"Cafe, Continental, Italian, Burger",Delivery,Brigade Road,4.2,750.0
Baskin Robbins,Yes,No,21,Frazer Town,Dessert Parlor,"Ice Cream, Desserts",Delivery,Brigade Road,3.1,250.0
Fabcafe,Yes,Yes,54,MG Road,Cafe,"Cafe, Healthy Food",Delivery,Brigade Road,4.1,800.0
Chocolate D'Luxe,Yes,No,183,Lavelle Road,Dessert Parlor,Desserts,Delivery,Brigade Road,4.1,550.0
Chilli Chicken,Yes,No,7,Brigade Road,Quick Bites,Fast Food,Delivery,Brigade Road,3.1,500.0
NoLimmits Lounge and Club,Yes,Yes,2103,Brigade Road,Club,"Chinese, Continental, North Indian, Burger, Pizza",Delivery,Brigade Road,4.0,2000.0
Masale Daan,Yes,No,5,Richmond Road,Delivery,North Indian,Delivery,Brigade Road,3.2,350.0
Hotel Rangoon,Yes,No,17,Ulsoor,Quick Bites,Burmese,Delivery,Brigade Road,3.7,300.0
Drunken Monkey,Yes,No,8,Frazer Town,"Beverage Shop, Quick Bites","Beverages, Fast Food",Delivery,Brigade Road,3.5,400.0
Mangalore pearl - Seafood Restaurant,Yes,No,94,Ulsoor,Casual Dining,"Mangalorean, Seafood",Delivery,Brigade Road,4.3,550.0
